"EMPRESA,FED,""PROJETOS"""
"Mandala Soluções em Engenharia Ambiental,""FEJERS"",""0"""
"Mandala Soluções em Engenharia Ambiental,""FEJERS"",""0"""
"Conflor Júnior,""FEJESP"",""5"""
"Conflor Júnior,""FEJESP"",""0"""
"Conflor Júnior,""FEJESP"",""0"""
"Conflor Júnior,""FEJESP"",""0"""
"Vianna Consultoria Júnior ,""FEJEMG"",""1"""
"Vianna Consultoria Júnior ,""FEJEMG"",""0"""
"Vianna Consultoria Júnior ,""FEJEMG"",""3"""
"Vianna Consultoria Júnior ,""FEJEMG"",""0"""
"Cinética Júnior,""Juniores"",""1"""
"Cinética Júnior,""Juniores"",""0"""
"Cinética Júnior,""Juniores"",""0"""
"Cinética Júnior,""Juniores"",""0"""
"EPRO Consultoria,""FEJECE"",""1"""
"EPRO Consultoria,""FEJECE"",""1"""
"EPRO Consultoria,""FEJECE"",""4"""
"EPRO Consultoria,""FEJECE"",""1"""
"EcoLógica Jr.,""FEJERS"",""0"""
"EcoLógica Jr.,""FEJERS"",""1"""
"EcoLógica Jr.,""FEJERS"",""0"""
"EcoLógica Jr.,""FEJERS"",""0"""
"Lamparina Design,""Concentro"",""0"""
"Lamparina Design,""Concentro"",""2"""
"Lamparina Design,""Concentro"",""3"""
"Lamparina Design,""Concentro"",""0"""
"Renova Jr.,""FEJERS"",""0"""
"Renova Jr.,""FEJERS"",""0"""
"Renova Jr.,""FEJERS"",""0"""
"Renova Jr.,""FEJERS"",""0"""
"Co.De - Comunicação e Design Jr ESPM-Sul,""FEJERS"",""0"""
"Co.De - Comunicação e Design Jr ESPM-Sul,""FEJERS"",""0"""
"Co.De - Comunicação e Design Jr ESPM-Sul,""FEJERS"",""0"""
"Co.De - Comunicação e Design Jr ESPM-Sul,""FEJERS"",""0"""
"COPLAF,""FEJEPAR"",""0"""
"COPLAF,""FEJEPAR"",""1"""
"COPLAF,""FEJEPAR"",""0"""
"COPLAF,""FEJEPAR"",""0"""
"Pró Engenharia Jr,""FEJESC"",""0"""
"Pró Engenharia Jr,""FEJESC"",""0"""
"Pró Engenharia Jr,""FEJESC"",""0"""
"Pró Engenharia Jr,""FEJESC"",""2"""
"Qualimentos Júnior,""FEJESP"",""4"""
"Qualimentos Júnior,""FEJESP"",""8"""
"Qualimentos Júnior,""FEJESP"",""4"""
"Qualimentos Júnior,""FEJESP"",""0"""
"GEIA Jr.,""FEJEMG"",""0"""
"GEIA Jr.,""FEJEMG"",""1"""
"GEIA Jr.,""FEJEMG"",""0"""
"GEIA Jr.,""FEJEMG"",""0"""
"Pilares Engenharia Júnior,""RN Júnior"",""5"""
"Pilares Engenharia Júnior,""RN Júnior"",""2"""
"Pilares Engenharia Júnior,""RN Júnior"",""1"""
"Pilares Engenharia Júnior,""RN Júnior"",""0"""
"Midas Consultoria Júnior ,""RioJunior"",""0"""
"Midas Consultoria Júnior ,""RioJunior"",""0"""
"Midas Consultoria Júnior ,""RioJunior"",""0"""
"Midas Consultoria Júnior ,""RioJunior"",""0"""
"Voluta Soluções Digitais,""FEJEMG"",""0"""
"Voluta Soluções Digitais,""FEJEMG"",""2"""
"Voluta Soluções Digitais,""FEJEMG"",""0"""
"Voluta Soluções Digitais,""FEJEMG"",""0"""
"Autojun,""FEJESC"",""0"""
"Autojun,""FEJESC"",""0"""
"Autojun,""FEJESC"",""0"""
"Autojun,""FEJESC"",""0"""
"Agronômica: Consultoria e Projetos Agropecuários,""FEJECE"",""6"""
"Agronômica: Consultoria e Projetos Agropecuários,""FEJECE"",""1"""
"Agronômica: Consultoria e Projetos Agropecuários,""FEJECE"",""1"""
"Agronômica: Consultoria e Projetos Agropecuários,""FEJECE"",""1"""
"Faísca Design Júnior,""FEJERS"",""5"""
"Faísca Design Júnior,""FEJERS"",""3"""
"Faísca Design Júnior,""FEJERS"",""2"""
"Faísca Design Júnior,""FEJERS"",""0"""
"i9 CONSULTORIA,""FEJESC"",""0"""
"i9 CONSULTORIA,""FEJESC"",""1"""
"i9 CONSULTORIA,""FEJESC"",""1"""
"i9 CONSULTORIA,""FEJESC"",""4"""
"EMC,""FEJESP"",""0"""
"EMC,""FEJESP"",""1"""
"EMC,""FEJESP"",""0"""
"EMC,""FEJESP"",""2"""
"Hidros Consultoria,""RioJunior"",""3"""
"Hidros Consultoria,""RioJunior"",""4"""
"Hidros Consultoria,""RioJunior"",""7"""
"Hidros Consultoria,""RioJunior"",""4"""
"Seres Jr. - Inovações em Medicina veterinária,""FEMTEJ"",""0"""
"Seres Jr. - Inovações em Medicina veterinária,""FEMTEJ"",""0"""
"Seres Jr. - Inovações em Medicina veterinária,""FEMTEJ"",""0"""
"Seres Jr. - Inovações em Medicina veterinária,""FEMTEJ"",""0"""
"Habitat Consultoria Ambiental,""FEJEPAR"",""1"""
"Habitat Consultoria Ambiental,""FEJEPAR"",""0"""
"Habitat Consultoria Ambiental,""FEJEPAR"",""5"""
"Habitat Consultoria Ambiental,""FEJEPAR"",""0"""
"Milênio Júnior,""Juniores"",""0"""
"Milênio Júnior,""Juniores"",""0"""
"Milênio Júnior,""Juniores"",""0"""
"Milênio Júnior,""Juniores"",""0"""
"Seed a Bit Tecnologia,""FEJEPE"",""0"""
"Seed a Bit Tecnologia,""FEJEPE"",""0"""
"Seed a Bit Tecnologia,""FEJEPE"",""0"""
"Seed a Bit Tecnologia,""FEJEPE"",""0"""
"CONSTRUFT,""Tocantins Júnior"",""0"""
"CONSTRUFT,""Tocantins Júnior"",""0"""
"CONSTRUFT,""Tocantins Júnior"",""0"""
"CONSTRUFT,""Tocantins Júnior"",""0"""
"Excelência Jr,""SERJÚNIOR"",""0"""
"Excelência Jr,""SERJÚNIOR"",""4"""
"Excelência Jr,""SERJÚNIOR"",""0"""
"Excelência Jr,""SERJÚNIOR"",""0"""
"Júnior Design,""FEJEPAR"",""0"""
"Júnior Design,""FEJEPAR"",""0"""
"Júnior Design,""FEJEPAR"",""1"""
"Júnior Design,""FEJEPAR"",""2"""
"EfloPI Jr,""Piauí Júnior"",""0"""
"EfloPI Jr,""Piauí Júnior"",""2"""
"EfloPI Jr,""Piauí Júnior"",""0"""
"EfloPI Jr,""Piauí Júnior"",""0"""
"Zetta Júnior,""Juniores"",""4"""
"Zetta Júnior,""Juniores"",""0"""
"Zetta Júnior,""Juniores"",""0"""
"Zetta Júnior,""Juniores"",""0"""
"PontesJud Consultoria,""FEJEA"",""0"""
"PontesJud Consultoria,""FEJEA"",""0"""
"PontesJud Consultoria,""FEJEA"",""0"""
"PontesJud Consultoria,""FEJEA"",""0"""
"EngNet Consultoria,""Concentro"",""2"""
"EngNet Consultoria,""Concentro"",""1"""
"EngNet Consultoria,""Concentro"",""5"""
"EngNet Consultoria,""Concentro"",""1"""
"Massarani Consultoria Júnior em Engenharia Química,""FEJEPAR"",""0"""
"Massarani Consultoria Júnior em Engenharia Química,""FEJEPAR"",""2"""
"Massarani Consultoria Júnior em Engenharia Química,""FEJEPAR"",""0"""
"Massarani Consultoria Júnior em Engenharia Química,""FEJEPAR"",""0"""
"COLTECH,""Baré Júnior"",""1"""
"COLTECH,""Baré Júnior"",""0"""
"COLTECH,""Baré Júnior"",""1"""
"COLTECH,""Baré Júnior"",""0"""
"IN Junior,""RioJunior"",""0"""
"IN Junior,""RioJunior"",""0"""
"IN Junior,""RioJunior"",""0"""
"IN Junior,""RioJunior"",""0"""
"Zootecnia Consultoria Junior,""FEJEPAR"",""0"""
"Zootecnia Consultoria Junior,""FEJEPAR"",""0"""
"Zootecnia Consultoria Junior,""FEJEPAR"",""0"""
"Zootecnia Consultoria Junior,""FEJEPAR"",""0"""
"Degrau,""PB Júnior"",""3"""
"Degrau,""PB Júnior"",""0"""
"Degrau,""PB Júnior"",""0"""
"Degrau,""PB Júnior"",""0"""
"HidroLógica - Desenvolvimento em Engenharia Hídrica,""FEJERS"",""0"""
"HidroLógica - Desenvolvimento em Engenharia Hídrica,""FEJERS"",""0"""
"HidroLógica - Desenvolvimento em Engenharia Hídrica,""FEJERS"",""0"""
"HidroLógica - Desenvolvimento em Engenharia Hídrica,""FEJERS"",""0"""
"Aliquam Engenharia e Saneamento,""FEMTEJ"",""0"""
"Aliquam Engenharia e Saneamento,""FEMTEJ"",""0"""
"Aliquam Engenharia e Saneamento,""FEMTEJ"",""0"""
"Aliquam Engenharia e Saneamento,""FEMTEJ"",""0"""
"Metrus,""FEJEMG"",""0"""
"Metrus,""FEJEMG"",""4"""
"Metrus,""FEJEMG"",""7"""
"Metrus,""FEJEMG"",""0"""
"JR Consultoria ,""FEJEPAR"",""2"""
"JR Consultoria ,""FEJEPAR"",""0"""
"JR Consultoria ,""FEJEPAR"",""3"""
"JR Consultoria ,""FEJEPAR"",""2"""
"Diferencial EJ,""FEJEMG"",""0"""
"Diferencial EJ,""FEJEMG"",""0"""
"Diferencial EJ,""FEJEMG"",""0"""
"Diferencial EJ,""FEJEMG"",""0"""
"EP Consultoria Júnior,""FEJEMG"",""0"""
"EP Consultoria Júnior,""FEJEMG"",""0"""
"EP Consultoria Júnior,""FEJEMG"",""1"""
"EP Consultoria Júnior,""FEJEMG"",""2"""
"Terra Fértil Soluções Agrícolas,""FEJEMS"",""0"""
"Terra Fértil Soluções Agrícolas,""FEJEMS"",""0"""
"Terra Fértil Soluções Agrícolas,""FEJEMS"",""1"""
"Terra Fértil Soluções Agrícolas,""FEJEMS"",""0"""
"InfoAlto Empresa Júnior,""FEJEMG"",""0"""
"InfoAlto Empresa Júnior,""FEJEMG"",""0"""
"InfoAlto Empresa Júnior,""FEJEMG"",""0"""
"InfoAlto Empresa Júnior,""FEJEMG"",""5"""
"Esag Jr.,""FEJESC"",""3"""
"Esag Jr.,""FEJESC"",""2"""
"Esag Jr.,""FEJESC"",""10"""
"Esag Jr.,""FEJESC"",""0"""
"ESA JR,""UNIJr-BA"",""3"""
"ESA JR,""UNIJr-BA"",""1"""
"ESA JR,""UNIJr-BA"",""1"""
"ESA JR,""UNIJr-BA"",""1"""
"A5 Engenharia Júnior ,""FEJERO"",""3"""
"A5 Engenharia Júnior ,""FEJERO"",""0"""
"A5 Engenharia Júnior ,""FEJERO"",""0"""
"A5 Engenharia Júnior ,""FEJERO"",""0"""
"Flua Consultoria Ambiental,""Concentro"",""1"""
"Flua Consultoria Ambiental,""Concentro"",""1"""
"Flua Consultoria Ambiental,""Concentro"",""1"""
"Flua Consultoria Ambiental,""Concentro"",""0"""
"Psiworks,""Maranhão Júnior"",""0"""
"Psiworks,""Maranhão Júnior"",""0"""
"Psiworks,""Maranhão Júnior"",""0"""
"Psiworks,""Maranhão Júnior"",""0"""
"Alphabio- Consultoria e Projetos em Ciências Biológicas,""FEJESP"",""0"""
"Alphabio- Consultoria e Projetos em Ciências Biológicas,""FEJESP"",""0"""
"Alphabio- Consultoria e Projetos em Ciências Biológicas,""FEJESP"",""2"""
"Alphabio- Consultoria e Projetos em Ciências Biológicas,""FEJESP"",""0"""
"EJEET - Consultoria e Projetos em Engenharia Elétrica,""FEJEMG"",""0"""
"EJEET - Consultoria e Projetos em Engenharia Elétrica,""FEJEMG"",""3"""
"EJEET - Consultoria e Projetos em Engenharia Elétrica,""FEJEMG"",""0"""
"EJEET - Consultoria e Projetos em Engenharia Elétrica,""FEJEMG"",""0"""
"OPUS ENGENHARIA EJ,""Maranhão Júnior"",""0"""
"OPUS ENGENHARIA EJ,""Maranhão Júnior"",""0"""
"OPUS ENGENHARIA EJ,""Maranhão Júnior"",""0"""
"OPUS ENGENHARIA EJ,""Maranhão Júnior"",""0"""
"Engrena Soluções em Engenharia,""Concentro"",""3"""
"Engrena Soluções em Engenharia,""Concentro"",""1"""
"Engrena Soluções em Engenharia,""Concentro"",""4"""
"Engrena Soluções em Engenharia,""Concentro"",""1"""
"Automatiza Júnior ,""FEJERS"",""0"""
"Automatiza Júnior ,""FEJERS"",""0"""
"Automatiza Júnior ,""FEJERS"",""0"""
"Automatiza Júnior ,""FEJERS"",""0"""
"ENGAGE Consultoria e Serviços de Engenharia,""Concentro"",""0"""
"ENGAGE Consultoria e Serviços de Engenharia,""Concentro"",""0"""
"ENGAGE Consultoria e Serviços de Engenharia,""Concentro"",""0"""
"ENGAGE Consultoria e Serviços de Engenharia,""Concentro"",""0"""
"Unijus,""FEJECE"",""2"""
"Unijus,""FEJECE"",""1"""
"Unijus,""FEJECE"",""0"""
"Unijus,""FEJECE"",""0"""
"Flora Júnior,""RioJunior"",""0"""
"Flora Júnior,""RioJunior"",""0"""
"Flora Júnior,""RioJunior"",""1"""
"Flora Júnior,""RioJunior"",""0"""
"Physis Jr.,""FEJESP"",""0"""
"Physis Jr.,""FEJESP"",""0"""
"Physis Jr.,""FEJESP"",""0"""
"Physis Jr.,""FEJESP"",""0"""
"ECOFLOR - Consultoria Florestal,""Concentro"",""0"""
"ECOFLOR - Consultoria Florestal,""Concentro"",""0"""
"ECOFLOR - Consultoria Florestal,""Concentro"",""0"""
"ECOFLOR - Consultoria Florestal,""Concentro"",""0"""
"ECoA Química Júnior,""Baré Júnior"",""0"""
"ECoA Química Júnior,""Baré Júnior"",""1"""
"ECoA Química Júnior,""Baré Júnior"",""0"""
"ECoA Química Júnior,""Baré Júnior"",""3"""
"Prospector Jr - Soluções em geologia e meio ambiente,""Pará Júnior"",""0"""
"Prospector Jr - Soluções em geologia e meio ambiente,""Pará Júnior"",""2"""
"Prospector Jr - Soluções em geologia e meio ambiente,""Pará Júnior"",""0"""
"Prospector Jr - Soluções em geologia e meio ambiente,""Pará Júnior"",""0"""
"Caroá Design,""RN Júnior"",""8"""
"Caroá Design,""RN Júnior"",""0"""
"Caroá Design,""RN Júnior"",""0"""
"Caroá Design,""RN Júnior"",""0"""
"Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,""FEJERS"",""0"""
"Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,""FEJERS"",""0"""
"Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,""FEJERS"",""1"""
"Floresta Jr- Consultoria e Planejamento Ambiental e Florestal,""FEJERS"",""0"""
"Produtora Júnior,""UNIJr-BA"",""7"""
"Produtora Júnior,""UNIJr-BA"",""1"""
"Produtora Júnior,""UNIJr-BA"",""5"""
"Produtora Júnior,""UNIJr-BA"",""0"""
"Vitalis Consultoria,""FEJEA"",""0"""
"Vitalis Consultoria,""FEJEA"",""0"""
"Vitalis Consultoria,""FEJEA"",""0"""
"Vitalis Consultoria,""FEJEA"",""2"""
"Brick - Empresa Junior de Engenharia Civil,""FEJEPAR"",""0"""
"Brick - Empresa Junior de Engenharia Civil,""FEJEPAR"",""0"""
"Brick - Empresa Junior de Engenharia Civil,""FEJEPAR"",""7"""
"Brick - Empresa Junior de Engenharia Civil,""FEJEPAR"",""0"""
"Produtiva Júnior,""RN Júnior"",""1"""
"Produtiva Júnior,""RN Júnior"",""12"""
"Produtiva Júnior,""RN Júnior"",""20"""
"Produtiva Júnior,""RN Júnior"",""4"""
"CAJ - Consultoria Agropecuária Júnior,""FEJEPAR"",""1"""
"CAJ - Consultoria Agropecuária Júnior,""FEJEPAR"",""0"""
"CAJ - Consultoria Agropecuária Júnior,""FEJEPAR"",""0"""
"CAJ - Consultoria Agropecuária Júnior,""FEJEPAR"",""0"""
"Elo Consultoria,""FEJEPAR"",""0"""
"Elo Consultoria,""FEJEPAR"",""0"""
"Elo Consultoria,""FEJEPAR"",""1"""
"Elo Consultoria,""FEJEPAR"",""0"""
"OTMZA  Assessoria em Engenharia,""FEJERS"",""0"""
"OTMZA  Assessoria em Engenharia,""FEJERS"",""2"""
"OTMZA  Assessoria em Engenharia,""FEJERS"",""1"""
"OTMZA  Assessoria em Engenharia,""FEJERS"",""0"""
"Empresa Junior de Administração - EJAD,""Maranhão Júnior"",""1"""
"Empresa Junior de Administração - EJAD,""Maranhão Júnior"",""0"""
"Empresa Junior de Administração - EJAD,""Maranhão Júnior"",""0"""
"Empresa Junior de Administração - EJAD,""Maranhão Júnior"",""0"""
"Bevilaqua - Escritório Modelo Empresarial,""FEJEPE"",""0"""
"Bevilaqua - Escritório Modelo Empresarial,""FEJEPE"",""0"""
"Bevilaqua - Escritório Modelo Empresarial,""FEJEPE"",""0"""
"Bevilaqua - Escritório Modelo Empresarial,""FEJEPE"",""0"""
"Elabora Conteúdo Criativo,""PB Júnior"",""11"""
"Elabora Conteúdo Criativo,""PB Júnior"",""3"""
"Elabora Conteúdo Criativo,""PB Júnior"",""6"""
"Elabora Conteúdo Criativo,""PB Júnior"",""0"""
"ESAM Jr,""Pará Júnior"",""2"""
"ESAM Jr,""Pará Júnior"",""2"""
"ESAM Jr,""Pará Júnior"",""4"""
"ESAM Jr,""Pará Júnior"",""4"""
"Robótica Jr,""FEJEMG"",""0"""
"Robótica Jr,""FEJEMG"",""0"""
"Robótica Jr,""FEJEMG"",""0"""
"Robótica Jr,""FEJEMG"",""1"""
"ProSigma Jr,""FEJEA"",""0"""
"ProSigma Jr,""FEJEA"",""0"""
"ProSigma Jr,""FEJEA"",""0"""
"ProSigma Jr,""FEJEA"",""0"""
"Diferencial Jr,""FEJECE"",""0"""
"Diferencial Jr,""FEJECE"",""0"""
"Diferencial Jr,""FEJECE"",""1"""
"Diferencial Jr,""FEJECE"",""2"""
"Mult Jr - Consultoria e Projetos,""FEJEMG"",""1"""
"Mult Jr - Consultoria e Projetos,""FEJEMG"",""1"""
"Mult Jr - Consultoria e Projetos,""FEJEMG"",""0"""
"Mult Jr - Consultoria e Projetos,""FEJEMG"",""0"""
"AD&M,""Concentro"",""4"""
"AD&M,""Concentro"",""1"""
"AD&M,""Concentro"",""3"""
"AD&M,""Concentro"",""2"""
"Inovale Jr,""FEJECE"",""0"""
"Inovale Jr,""FEJECE"",""2"""
"Inovale Jr,""FEJECE"",""0"""
"Inovale Jr,""FEJECE"",""2"""
"PUC Júnior Consultoria,""FEJESP"",""0"""
"PUC Júnior Consultoria,""FEJESP"",""0"""
"PUC Júnior Consultoria,""FEJESP"",""0"""
"PUC Júnior Consultoria,""FEJESP"",""0"""
"Otimiza Consultoria Jr,""UNIJr-BA"",""2"""
"Otimiza Consultoria Jr,""UNIJr-BA"",""1"""
"Otimiza Consultoria Jr,""UNIJr-BA"",""0"""
"Otimiza Consultoria Jr,""UNIJr-BA"",""0"""
"3E Unicamp,""FEJESP"",""1"""
"3E Unicamp,""FEJESP"",""0"""
"3E Unicamp,""FEJESP"",""0"""
"3E Unicamp,""FEJESP"",""0"""
"Contiesrsa,""Piauí Júnior"",""0"""
"Contiesrsa,""Piauí Júnior"",""1"""
"Contiesrsa,""Piauí Júnior"",""0"""
"Contiesrsa,""Piauí Júnior"",""1"""
"Quanttum Empresa Júnior,""FEJEPAR"",""0"""
"Quanttum Empresa Júnior,""FEJEPAR"",""0"""
"Quanttum Empresa Júnior,""FEJEPAR"",""2"""
"Quanttum Empresa Júnior,""FEJEPAR"",""0"""
"59mil,""RN Júnior"",""7"""
"59mil,""RN Júnior"",""1"""
"59mil,""RN Júnior"",""6"""
"59mil,""RN Júnior"",""0"""
"Projecta - Arquitetura e Urbanismo UFBA,""UNIJr-BA"",""0"""
"Projecta - Arquitetura e Urbanismo UFBA,""UNIJr-BA"",""2"""
"Projecta - Arquitetura e Urbanismo UFBA,""UNIJr-BA"",""0"""
"Projecta - Arquitetura e Urbanismo UFBA,""UNIJr-BA"",""2"""
"PQ Júnior - Projetos e Consultoria,""FEJEMG"",""0"""
"PQ Júnior - Projetos e Consultoria,""FEJEMG"",""1"""
"PQ Júnior - Projetos e Consultoria,""FEJEMG"",""0"""
"PQ Júnior - Projetos e Consultoria,""FEJEMG"",""0"""
"ENTRE Arquitetura ,""Concentro"",""0"""
"ENTRE Arquitetura ,""Concentro"",""1"""
"ENTRE Arquitetura ,""Concentro"",""1"""
"ENTRE Arquitetura ,""Concentro"",""0"""
"BioLógica Jr.,""Juniores"",""0"""
"BioLógica Jr.,""Juniores"",""0"""
"BioLógica Jr.,""Juniores"",""0"""
"BioLógica Jr.,""Juniores"",""1"""
"Energy Projetos Elétricos e Consultoria,""FEMTEJ"",""0"""
"Energy Projetos Elétricos e Consultoria,""FEMTEJ"",""0"""
"Energy Projetos Elétricos e Consultoria,""FEMTEJ"",""0"""
"Energy Projetos Elétricos e Consultoria,""FEMTEJ"",""0"""
"ECONOMICA,""FEJESP"",""2"""
"ECONOMICA,""FEJESP"",""3"""
"ECONOMICA,""FEJESP"",""0"""
"ECONOMICA,""FEJESP"",""0"""
"UFMG Informática Júnior,""FEJEMG"",""0"""
"UFMG Informática Júnior,""FEJEMG"",""0"""
"UFMG Informática Júnior,""FEJEMG"",""0"""
"UFMG Informática Júnior,""FEJEMG"",""1"""
"Minera Consultoria Júnior,""FEJEPE"",""0"""
"Minera Consultoria Júnior,""FEJEPE"",""0"""
"Minera Consultoria Júnior,""FEJEPE"",""0"""
"Minera Consultoria Júnior,""FEJEPE"",""0"""
"Consultoria e Inovação Mecânica - CIM,""FEMTEJ"",""0"""
"Consultoria e Inovação Mecânica - CIM,""FEMTEJ"",""0"""
"Consultoria e Inovação Mecânica - CIM,""FEMTEJ"",""0"""
"Consultoria e Inovação Mecânica - CIM,""FEMTEJ"",""0"""
"Perfil Consultoria Jr.,""FEJEMG"",""0"""
"Perfil Consultoria Jr.,""FEJEMG"",""0"""
"Perfil Consultoria Jr.,""FEJEMG"",""1"""
"Perfil Consultoria Jr.,""FEJEMG"",""0"""
"Tectus Jr.,""Juniores"",""0"""
"Tectus Jr.,""Juniores"",""1"""
"Tectus Jr.,""Juniores"",""3"""
"Tectus Jr.,""Juniores"",""0"""
"Effectus Júnior,""FEJEMS"",""0"""
"Effectus Júnior,""FEJEMS"",""0"""
"Effectus Júnior,""FEJEMS"",""1"""
"Effectus Júnior,""FEJEMS"",""0"""
"Staff Consultoria ,""FEJEPAR"",""0"""
"Staff Consultoria ,""FEJEPAR"",""2"""
"Staff Consultoria ,""FEJEPAR"",""0"""
"Staff Consultoria ,""FEJEPAR"",""0"""
"Poli Júnior Engenharia,""FEJEPE"",""6"""
"Poli Júnior Engenharia,""FEJEPE"",""3"""
"Poli Júnior Engenharia,""FEJEPE"",""1"""
"Poli Júnior Engenharia,""FEJEPE"",""2"""
"Phi Consultoria,""FEJERS"",""0"""
"Phi Consultoria,""FEJERS"",""0"""
"Phi Consultoria,""FEJERS"",""0"""
"Phi Consultoria,""FEJERS"",""0"""
"Juniores Engenharia,""FEMTEJ"",""0"""
"Juniores Engenharia,""FEMTEJ"",""0"""
"Juniores Engenharia,""FEMTEJ"",""0"""
"Juniores Engenharia,""FEMTEJ"",""0"""
"Agrha Consultoria,""RioJunior"",""0"""
"Agrha Consultoria,""RioJunior"",""0"""
"Agrha Consultoria,""RioJunior"",""1"""
"Agrha Consultoria,""RioJunior"",""0"""
"Ecomp,""FEJEPAR"",""0"""
"Ecomp,""FEJEPAR"",""5"""
"Ecomp,""FEJEPAR"",""1"""
"Ecomp,""FEJEPAR"",""1"""
"Consultoria Rh Junior,""FEJESP"",""0"""
"Consultoria Rh Junior,""FEJESP"",""0"""
"Consultoria Rh Junior,""FEJESP"",""0"""
"Consultoria Rh Junior,""FEJESP"",""0"""
"EcapJr,""FEJEMG"",""0"""
"EcapJr,""FEJEMG"",""0"""
"EcapJr,""FEJEMG"",""0"""
"EcapJr,""FEJEMG"",""0"""
"expresse! consultoria,""RioJunior"",""7"""
"expresse! consultoria,""RioJunior"",""2"""
"expresse! consultoria,""RioJunior"",""1"""
"expresse! consultoria,""RioJunior"",""0"""
"PROJEQ,""PB Júnior"",""2"""
"PROJEQ,""PB Júnior"",""1"""
"PROJEQ,""PB Júnior"",""1"""
"PROJEQ,""PB Júnior"",""1"""
"TENORIS,""FEJEPAR"",""0"""
"TENORIS,""FEJEPAR"",""0"""
"TENORIS,""FEJEPAR"",""0"""
"TENORIS,""FEJEPAR"",""0"""
"Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,""FEJEMG"",""0"""
"Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,""FEJEMG"",""0"""
"Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,""FEJEMG"",""0"""
"Automic - Empresa Júnior de Controle e Automação da Universidade Federal de Ouro Preto,""FEJEMG"",""0"""
"Ramo da Terra Empresa Junior,""FEJESP"",""2"""
"Ramo da Terra Empresa Junior,""FEJESP"",""0"""
"Ramo da Terra Empresa Junior,""FEJESP"",""2"""
"Ramo da Terra Empresa Junior,""FEJESP"",""0"""
"Factiva Consultoria,""FEJEMS"",""0"""
"Factiva Consultoria,""FEJEMS"",""0"""
"Factiva Consultoria,""FEJEMS"",""0"""
"Factiva Consultoria,""FEJEMS"",""0"""
"ITA Júnior,""FEJESP"",""0"""
"ITA Júnior,""FEJESP"",""1"""
"ITA Júnior,""FEJESP"",""0"""
"ITA Júnior,""FEJESP"",""0"""
"Geo Junior Consultoria,""FEJESP"",""0"""
"Geo Junior Consultoria,""FEJESP"",""0"""
"Geo Junior Consultoria,""FEJESP"",""0"""
"Geo Junior Consultoria,""FEJESP"",""0"""
"Alfa Pública Consultoria Júnior em Gestão,""FEJEMG"",""0"""
"Alfa Pública Consultoria Júnior em Gestão,""FEJEMG"",""1"""
"Alfa Pública Consultoria Júnior em Gestão,""FEJEMG"",""0"""
"Alfa Pública Consultoria Júnior em Gestão,""FEJEMG"",""0"""
"Alimsete Empresa Júnior,""FEJEMG"",""0"""
"Alimsete Empresa Júnior,""FEJEMG"",""0"""
"Alimsete Empresa Júnior,""FEJEMG"",""0"""
"Alimsete Empresa Júnior,""FEJEMG"",""0"""
"Consultoria e Projetos Elétricos Júnior,""FEJEMG"",""1"""
"Consultoria e Projetos Elétricos Júnior,""FEJEMG"",""4"""
"Consultoria e Projetos Elétricos Júnior,""FEJEMG"",""1"""
"Consultoria e Projetos Elétricos Júnior,""FEJEMG"",""0"""
"diElétrica,""FEJEMG"",""0"""
"diElétrica,""FEJEMG"",""0"""
"diElétrica,""FEJEMG"",""1"""
"diElétrica,""FEJEMG"",""0"""
"GEPEA - Consultoria em Alimentos,""FEJESP"",""1"""
"GEPEA - Consultoria em Alimentos,""FEJESP"",""4"""
"GEPEA - Consultoria em Alimentos,""FEJESP"",""5"""
"GEPEA - Consultoria em Alimentos,""FEJESP"",""3"""
"Fórmula Consultoria - Empresa  Júnior Faculdade de Farmácia UFRJ,""RioJunior"",""1"""
"Fórmula Consultoria - Empresa  Júnior Faculdade de Farmácia UFRJ,""RioJunior"",""6"""
"Fórmula Consultoria - Empresa  Júnior Faculdade de Farmácia UFRJ,""RioJunior"",""2"""
"Fórmula Consultoria - Empresa  Júnior Faculdade de Farmácia UFRJ,""RioJunior"",""1"""
"Intacto Soluções Ambientais,""FEJEPAR"",""8"""
"Intacto Soluções Ambientais,""FEJEPAR"",""0"""
"Intacto Soluções Ambientais,""FEJEPAR"",""2"""
"Intacto Soluções Ambientais,""FEJEPAR"",""0"""
"Dinâmica Consultoria Jr.,""FEJEMG"",""0"""
"Dinâmica Consultoria Jr.,""FEJEMG"",""1"""
"Dinâmica Consultoria Jr.,""FEJEMG"",""1"""
"Dinâmica Consultoria Jr.,""FEJEMG"",""1"""
"ALFA Consultoria Júnior,""UNIJr-BA"",""3"""
"ALFA Consultoria Júnior,""UNIJr-BA"",""3"""
"ALFA Consultoria Júnior,""UNIJr-BA"",""5"""
"ALFA Consultoria Júnior,""UNIJr-BA"",""1"""
"ENGENHE JR,""UNIJr-BA"",""0"""
"ENGENHE JR,""UNIJr-BA"",""0"""
"ENGENHE JR,""UNIJr-BA"",""1"""
"ENGENHE JR,""UNIJr-BA"",""2"""
"Ábaco Consultoria Contábil Júnior,""Concentro"",""2"""
